Unnamed: 0,line_number,line,isLOI,is_keyword,length,is_regular_expression,is_mathematical_calculation,is_collection_manipulation,is_string_manipulation,is_bit_manipulation,is_variable_assignment
1704,19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
1705,20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
1706,24,num = 0,0,0,7,0,0,0,0,0,1
1707,25,hex = num_to_hex(num),0,0,21,0,0,0,0,0,1
1708,28,num = 5,0,0,7,0,0,0,0,0,1
1709,0,from inline import Here,0,1,23,0,0,0,0,0,0
1710,2,"def git_versions_from_keywords(keywords, tag_prefix, verbose):",0,1,62,0,0,0,0,0,0
1711,3,"""""""Get version information from git keywords.""""""",0,1,48,0,0,0,1,0,0
1712,4,if not keywords:,0,1,16,0,0,0,0,0,0
1713,5,"raise NotThisMethod(""no keywords at all, weird"")",0,1,48,0,0,0,0,0,0
1714,6,"date = keywords.get(""date"")",0,0,27,0,0,0,0,0,1
1715,7,if date is not None:,0,1,20,0,0,0,0,0,0
1716,17,"date = date.strip().replace("" "", ""T"", 1).replace("" "", """", 1)",1,0,60,0,0,0,1,0,1
1717,19,"refnames = keywords[""refnames""].strip()",0,0,39,0,0,0,0,0,1
1718,20,"if refnames.startswith(""$Format""):",0,1,34,0,0,0,0,0,0
1719,21,if verbose:,0,1,11,0,0,0,0,0,0
1720,22,"print(""keywords are unexpanded, not using"")",0,0,43,0,0,0,0,0,0
1721,23,"raise NotThisMethod(""unexpanded keywords, not a git-archive tarball"")",0,1,69,0,1,0,0,0,0
1722,24,"refs = set([r.strip() for r in refnames.strip(""()"").split("","")])",0,1,64,0,0,0,0,0,1
1723,27,"TAG = ""tag: """,0,0,13,0,0,0,0,0,1
1724,28,tags = set([r[len(TAG) :] for r in refs if r.startswith(TAG)]),1,1,62,0,0,0,0,0,1
1725,31,if not tags:,0,1,12,0,0,0,0,0,0
1726,39,"tags = set([r for r in refs if re.search(r""\d"", r)])",1,1,52,1,0,0,0,0,1
1727,41,if verbose:,0,1,11,0,0,0,0,0,0
1728,42,"print(""discarding '%s', no digits"" % "","".join(refs - tags))",0,0,59,0,1,0,1,0,0
1729,43,if verbose:,0,1,11,0,0,0,0,0,0
1730,44,"print(""likely tags: %s"" % "","".join(sorted(tags)))",0,0,49,0,0,1,1,0,0
1731,45,for ref in sorted(tags):,0,1,24,0,0,1,0,0,0
1732,47,if ref.startswith(tag_prefix):,0,1,30,0,0,0,0,0,0
1733,48,r = ref[len(tag_prefix) :],0,0,26,0,0,0,0,0,1
1734,49,if verbose:,0,1,11,0,0,0,0,0,0
1735,50,"print(""picking %s"" % r)",0,0,23,0,0,0,0,0,0
1736,51,return {,0,1,8,0,0,0,0,0,0
1737,52,"""version"": r,",0,0,13,0,0,0,0,0,0
1738,53,"""full-revisionid"": keywords[""full""].strip(),",0,0,44,0,1,0,0,0,0
1739,54,"""dirty"": False,",0,0,15,0,0,0,0,0,0
1740,55,"""error"": None,",0,0,14,0,0,0,0,0,0
1741,56,"""date"": date,",0,0,13,0,0,0,0,0,0
1742,57,},0,0,1,0,0,0,0,0,0
1743,59,if verbose:,0,1,11,0,0,0,0,0,0
1744,60,"print(""no suitable tags, using unknown + full revision id"")",0,0,59,0,1,0,0,0,0
1745,61,return {,0,1,8,0,0,0,0,0,0
1746,62,"""version"": ""0+unknown"",",0,0,23,0,1,0,0,0,0
1747,63,"""full-revisionid"": keywords[""full""].strip(),",0,0,44,0,1,0,0,0,0
1748,64,"""dirty"": False,",0,0,15,0,0,0,0,0,0
1749,65,"""error"": ""no suitable tags"",",0,0,28,0,0,0,0,0,0
1750,67,"    }
",0,0,6,0,0,0,0,0,0
1751,0,from inline import Here,0,1,23,0,0,0,0,0,0
1752,2,"text = ""This is a string with multiple words and numbers 1234567890.""",0,0,69,0,0,0,0,0,1
1753,3,num = 10,0,0,8,0,0,0,0,0,1
1754,6,result = bin(num),0,0,17,0,0,0,0,0,1
1755,7,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
1756,10,count = 0,0,0,9,0,0,0,0,0,1
1757,11,while num:,0,1,10,0,0,0,0,0,0
1758,12,count += num & 1,0,0,16,0,1,0,0,1,1
1759,13,num >>= 1,0,0,9,0,0,0,0,1,1
1760,14,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
1761,17,binary = bin(num)[2:],0,0,21,0,0,0,0,0,1
1762,18,result = binary[::-1],0,0,21,0,1,0,0,0,1
1763,19,"print(""Reversed binary representation: "", result)",0,0,49,0,0,0,0,0,0
1764,22,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
1765,23,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
1766,26,"result = int(binary, 2)",0,0,23,0,0,0,0,0,1
1767,27,"print(""Integer representation of binary: "", result)",0,0,51,0,0,0,0,0,0
1768,30,result = text[::-1],0,0,19,0,1,0,0,0,1
1769,31,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
1770,34,result = text.split(),0,0,21,0,0,0,0,0,1
1771,35,"print(""Text split by whitespace: "", result)",0,0,43,0,0,0,0,0,0
1772,38,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
1773,39,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
1774,42,result = len(text),0,0,18,0,0,0,0,0,1
1775,43,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
1776,46,result = text.upper(),0,0,21,0,0,0,0,0,1
1777,47,"print(""Text in uppercase: "", result)",0,1,36,0,0,0,0,0,0
1778,50,result = text.lower(),1,0,21,0,0,0,1,0,1
1779,52,"print(""Text in lowercase: "", result)",0,1,36,0,0,0,1,0,0
1780,55,"result = text.replace(""is"", ""was"")",0,1,34,0,0,0,1,0,1
1781,56,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
1782,59,"result = [c for c in text]
",0,1,27,0,0,0,0,0,1
1783,0,import re,0,1,9,0,0,0,0,0,0
1784,1,from inline import Here,0,1,23,0,0,0,0,0,0
1785,3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
1786,4,num = 10,0,0,8,0,0,0,0,0,1
1787,7,result = text[::-1],0,0,19,0,1,0,0,0,1
1788,8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
1789,11,"result = re.findall(r""\bs\w+"", text)",0,0,36,1,1,0,0,0,1
1790,12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
1791,15,count = 0,0,0,9,0,0,0,0,0,1
1792,16,while num:,0,1,10,0,0,0,0,0,0
1793,17,count += num & 1,0,0,16,0,1,0,0,1,1
1794,18,num >>= 1,0,0,9,0,0,0,0,1,1
1795,19,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
1796,22,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
1797,23,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
1798,26,"result = re.sub(""is"", ""was"", text)",0,1,34,1,0,0,0,0,1
1799,27,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
1800,30,num = num ^ (1 << (3 - 1)),1,0,26,0,1,0,0,1,1
1801,32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
1802,35,result = len(text),0,0,18,0,0,0,0,0,1
1803,36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
1804,39,"result = re.findall(r""\d"", text)",0,0,32,1,0,0,0,0,1
1805,40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
1806,43,result = bin(num),0,0,17,0,0,0,0,0,1
1807,44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
1808,48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
1809,0,"from typing import Any, Dict",0,1,28,0,0,0,0,0,0
1810,1,from inline import Here,0,1,23,0,0,0,0,0,0
1811,3,"def __call__(self, line: str, ans: Dict[str, Any]) -> None:",0,1,59,0,1,0,0,0,0
1812,4,is_block = line.startswith(',1,0,28,0,0,0,0,0,1
1813,7,if self.in_metadata and not is_block:,0,1,37,0,0,0,0,0,0
1814,8,self.keep_going = False,0,0,23,0,0,0,0,0,1
1815,9,return,0,1,6,0,0,0,0,0,0
1816,10,if not self.in_metadata and is_block:,0,1,37,0,0,0,0,0,0
1817,11,self.in_metadata = True,0,0,23,0,0,0,0,0,1
1818,12,if not self.in_metadata:,0,1,24,0,0,0,0,0,0
1819,13,return,0,1,6,0,0,0,0,0,0
1820,14,line = line[3:],0,0,15,0,0,0,0,0,1
1821,15,if self.in_blurb:,0,1,17,0,0,0,0,0,0
1822,16,ans['blurb'] += ' ' + line,0,0,26,0,1,0,0,0,1
1823,17,return,0,1,6,0,0,0,0,0,0
1824,18,try:,0,1,4,0,0,0,0,0,0
1825,19,"key, val = line.split(':', 1)",1,0,29,0,0,0,0,0,1
1826,21,except Exception:,0,1,17,0,0,0,0,0,0
1827,22,self.keep_going = False,0,0,23,0,0,0,0,0,1
1828,23,return,0,1,6,0,0,0,0,0,0
1829,24,key = key.strip().lower(),0,0,25,0,0,0,1,0,1
1830,25,val = val.strip(),0,0,17,0,0,0,0,0,1
1831,26,if val:,0,1,7,0,0,0,0,0,0
1832,27,ans[key] = val,0,0,14,0,0,0,0,0,1
1833,29,"        self.in_blurb = True
",0,0,29,0,0,0,0,0,1
1834,0,import re,0,1,9,0,0,0,0,0,0
1835,1,from inline import Here,0,1,23,0,0,0,0,0,0
1836,3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
1837,4,num = 10,0,0,8,0,0,0,0,0,1
1838,7,result = text[::-1],0,0,19,0,1,0,0,0,1
1839,8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
1840,11,"result = re.findall(r""\bs\w+"", text)",0,0,36,1,1,0,0,0,1
1841,12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
1842,15,count = 0,0,0,9,0,0,0,0,0,1
1843,16,while num:,0,1,10,0,0,0,0,0,0
1844,17,count += num & 1,0,0,16,0,1,0,0,1,1
1845,18,num >>= 1,0,0,9,0,0,0,0,1,1
1846,19,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
1847,22,"result = ""-"".join(text.split())",1,0,31,0,1,0,1,0,1
1848,24,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
1849,27,"result = re.sub(""is"", ""was"", text)",0,1,34,1,0,0,0,0,1
1850,28,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
1851,31,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
1852,32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
1853,35,result = len(text),0,0,18,0,0,0,0,0,1
1854,36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
1855,39,"result = re.findall(r""\d"", text)",0,0,32,1,0,0,0,0,1
1856,40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
1857,43,result = bin(num),0,0,17,0,0,0,0,0,1
1858,44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
1859,48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
1860,0,from inline import Here,0,1,23,0,0,0,0,0,0
1861,2,"def _normalize(self, name, columns, points):",0,1,44,0,0,0,0,0,0
1862,3,"""""""Normalize data for the InfluxDB's data model.",0,1,48,0,0,0,0,0,0
1863,5,:return: a list of measurements.,0,1,32,0,0,0,0,0,0
1864,6,"""""""",0,0,3,0,0,0,0,0,0
1865,7,ret = [],0,0,8,0,0,0,0,0,1
1866,10,"data_dict = dict(zip(columns, points))",0,0,38,0,0,0,0,0,1
1867,14,"keys_list = [k.split(""."")[0] for k in columns if k.endswith("".key"")]",1,1,68,0,0,0,0,0,1
1868,17,if len(keys_list) == 0:,0,1,23,0,0,0,0,0,0
1869,18,keys_list = [None],0,0,18,0,0,0,0,0,1
1870,20,for measurement in keys_list:,0,1,29,0,0,0,0,0,0
1871,22,if measurement is not None:,0,1,27,0,0,0,0,0,0
1872,23,fields = {,0,0,10,0,0,0,0,0,1
1873,24,"k.replace(""{}."".format(measurement), """"): data_dict[k]",0,1,54,0,0,0,1,0,0
1874,25,for k in data_dict,0,1,18,0,0,0,0,0,0
1875,26,"if k.startswith(""{}."".format(measurement))",0,1,42,0,0,0,1,0,0
1876,27,},0,0,1,0,0,0,0,0,0
1877,28,else:,0,1,5,0,0,0,0,0,0
1878,29,fields = data_dict,0,0,18,0,0,0,0,0,1
1879,32,for k in fields:,0,1,16,0,0,0,0,0,0
1880,34,if fields[k] is None:,0,1,21,0,0,0,0,0,0
1881,35,continue,0,1,8,0,0,0,0,0,0
1882,37,try:,0,1,4,0,0,0,0,0,0
1883,38,fields[k] = float(fields[k]),0,0,28,0,0,0,0,0,1
1884,39,"except (TypeError, ValueError):",0,1,31,0,0,0,0,0,0
1885,41,try:,0,1,4,0,0,0,0,0,0
1886,42,fields[k] = str(fields[k]),0,0,26,0,0,0,0,0,1
1887,43,"except (TypeError, ValueError):",0,1,31,0,0,0,0,0,0
1888,44,pass,0,1,4,0,0,0,0,0,0
1889,46,tags = self.parse_tags(self.tags),0,0,33,0,0,0,0,0,1
1890,47,"if ""key"" in fields and fields[""key""] in fields:",0,1,47,0,0,0,0,0,0
1891,50,"tags[fields[""key""]] = str(fields[fields[""key""]])",0,0,48,0,0,0,0,0,1
1892,52,"fields.pop(fields[""key""])",0,0,25,0,0,1,0,0,0
1893,54,"tags[""hostname""] = self.hostname",0,0,32,0,0,0,0,0,1
1894,57,"    return ret
",0,1,15,0,0,0,0,0,0
1895,5,import sys,0,1,10,0,0,0,0,0,0
1896,6,import re,0,1,9,0,0,0,0,0,0
1897,7,import random,0,1,13,0,0,0,0,0,0
1898,8,from inline import Here,0,1,23,0,0,0,0,0,0
1899,16,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
1900,18,"bin_dig = [""0"", ""1""]",0,0,20,0,0,0,0,0,1
1901,19,for iter in range(10):,0,1,22,0,0,0,0,0,0
1902,21,"bin_num = """"",0,0,12,0,0,0,0,0,1
1903,22,for digit in range(8):,0,1,22,0,0,0,0,0,0
1904,23,"bin_num = bin_num + str(bin_dig[random.randint(0, 1)])",0,0,54,0,1,0,0,0,1
1905,26,"left_bit = str(hex(int(bin_num[0:4], 2)))",0,0,41,0,0,0,0,0,1
1906,27,"right_bit = str(hex(int(bin_num[4:8], 2)))",0,0,42,0,0,0,0,0,1
1907,28,"res_hex = ""0x"" + left_bit[2] + right_bit[2]",0,0,43,0,1,0,0,0,1
1908,29,"print(""0b""+ bin_num + "" -> "" + res_hex)",0,0,39,0,1,0,0,0,0
1909,0,from inline import Here,0,1,23,0,0,0,0,0,0
1910,2,from collections import deque,0,1,29,0,0,0,0,0,0
1911,4,"def calculate(self, s):",0,1,23,0,0,0,0,0,0
1912,5,def precedence(c):,0,1,18,0,0,0,0,0,0
1913,6,return c == '*' or c == '/',0,1,27,0,1,0,0,0,0
1914,7,def toPostfix(s):,0,1,17,0,0,0,0,0,0
1915,8,"op, post = deque(), ''",0,0,22,0,0,0,0,0,1
1916,9,for c in s:,0,1,11,0,0,0,0,0,0
1917,10,if c == ' ': continue,0,1,21,0,0,0,0,0,0
1918,11,elif c.isdigit(): post += c,0,1,27,0,1,0,0,0,1
1919,12,else:,0,1,5,0,0,0,0,0,0
1920,13,post += '|',0,0,11,0,1,0,0,1,1
1921,14,while op and precedence(c) <= precedence(op[-1]):,0,1,49,0,1,0,0,0,1
1922,15,post += op.pop(),0,0,16,0,1,1,0,0,1
1923,16,op.append(c),0,0,12,0,0,1,0,0,0
1924,18,return post + '|' + ''.join(reversed(op)),0,1,41,0,1,1,1,1,0
1925,20,"s, num, i = toPostfix(s), deque(), 0",0,0,36,0,0,0,0,0,1
1926,21,while i < len(s):,0,1,17,0,0,0,0,0,0
1927,22,if s[i].isdigit():,0,1,18,0,0,0,0,0,0
1928,23,"j = s.find('|', i+1)",0,0,20,0,1,0,0,1,1
1929,26,num.append(int(s[i:j])),0,0,23,0,0,1,0,0,0
1930,27,i = j,0,0,5,0,0,0,0,0,1
1931,28,else:,0,1,5,0,0,0,0,0,0
1932,29,"num1, num2 = num.pop(), num.pop()",0,0,33,0,0,1,0,0,1
1933,30,if   s[i] == '*': num.append(num2 * num1),0,1,41,0,1,1,0,0,0
1934,31,elif s[i] == '/': num.append(num2 // num1),0,1,42,0,1,1,0,0,0
1935,32,elif s[i] == '+': num.append(num2 + num1),0,1,41,0,1,1,0,0,0
1936,33,elif s[i] == '-': num.append(num2 - num1),0,1,41,0,1,1,0,0,0
1937,34,i += 1,0,0,6,0,1,0,0,0,1
1938,36,"    return num.pop()
",0,1,21,0,0,1,0,0,0
1939,0,import sys,0,1,10,0,0,0,0,0,0
1940,1,from inline import Here,0,1,23,0,0,0,0,0,0
1941,6,"string1 = ""abcdefg""",0,1,19,0,0,0,0,0,1
1942,7,"string2 = ""abd""",0,0,15,0,0,0,0,0,1
1943,9,class MWS:,0,1,10,0,0,0,0,0,0
1944,10,"def minWindow(self, s: str, t: str) -> str:",0,1,43,0,1,0,0,0,0
1945,11,"if t == """":",0,1,11,0,0,0,0,0,0
1946,12,"return """"",0,1,9,0,0,0,0,0,0
1947,14,"countT, window = {}, {}",0,0,23,0,0,0,0,0,1
1948,15,for c in t:,0,1,11,0,0,0,0,0,0
1949,16,"countT[c] = 1 + countT.get(c, 0)",0,0,32,0,1,0,0,0,1
1950,18,"have, need = 0, len(countT)",0,0,27,0,0,0,0,0,1
1951,19,"res, resLen = [-1, -1], float(""infinity"")",0,0,41,0,1,0,0,0,1
1952,20,l = 0,0,0,5,0,0,0,0,0,1
1953,21,for r in range(len(s)):,0,1,23,0,0,0,0,0,0
1954,22,c = s[r],0,0,8,0,0,0,0,0,1
1955,23,"window[c] = 1 + window.get(c, 0)",0,0,32,0,1,0,0,0,1
1956,25,if c in countT and window[c] == countT[c]:,0,1,42,0,0,0,0,0,0
1957,26,have += 1,0,0,9,0,1,0,0,0,1
1958,28,while have == need:,0,1,19,0,0,0,0,0,0
1959,30,if (r - l + 1) < resLen:,0,1,24,0,1,0,0,0,0
1960,31,"res = [l, r]",0,0,12,0,0,0,0,0,1
1961,32,resLen = r - l + 1,0,0,18,0,1,0,0,0,1
1962,34,window[s[l]] -= 1,0,0,17,0,1,0,0,0,1
1963,35,if s[l] in countT and window[s[l]] < countT[s[l]]:,0,1,50,0,0,0,0,0,0
1964,36,have -= 1,0,0,9,0,1,0,0,0,1
1965,37,l += 1,0,0,6,0,1,0,0,0,1
1966,38,"l, r = res",0,0,10,0,0,0,0,0,1
1967,39,"return s[l : r + 1] if resLen != float(""infinity"") else """"",0,1,58,0,1,0,0,0,1
1968,41,"def check(self, s: str, t: str) -> bool:",0,1,40,0,1,0,0,0,0
1969,42,set1 = set(s),0,0,13,0,0,0,0,0,1
1970,43,set2 = set(t),0,0,13,0,0,0,0,0,1
1971,45,for c in set2:,0,1,14,0,0,0,0,0,0
1972,46,if c not in set1:,0,1,17,0,0,0,0,0,0
1973,47,return False,0,1,12,0,0,0,0,0,0
1974,49,return True,0,1,11,0,0,0,0,0,0
1975,51,mws = MWS(),0,0,11,0,0,0,0,0,1
1976,52,"finder = mws.minWindow(string1, string2)",0,0,40,0,0,0,0,0,1
1977,0,from inline import Here,0,1,23,0,0,0,0,0,0
1978,2,def get_authors(revision_range):,0,1,32,0,0,0,0,0,0
1979,3,"pat = ""^.*\\t(.*)$""",0,0,19,0,1,0,0,1,1
1980,4,"lst_release, cur_release = (r.strip() for r in revision_range.split(""..""))",1,1,74,0,0,0,0,0,1
1981,7,"if ""|"" in cur_release:",0,1,22,0,0,0,0,1,0
1982,9,"maybe_tag, head = cur_release.split(""|"")",1,1,40,0,0,0,0,1,1
1983,11,"assert head == ""HEAD""",0,1,21,0,0,0,0,0,0
1984,12,if maybe_tag in this_repo.tags:,0,1,31,0,0,0,0,0,0
1985,13,cur_release = maybe_tag,0,1,23,0,0,0,0,0,1
1986,14,else:,0,1,5,0,0,0,0,0,0
1987,15,cur_release = head,0,1,18,0,0,0,0,0,1
1988,16,"revision_range = f""{lst_release}..{cur_release}""",0,1,48,0,0,0,0,0,1
1989,22,"xpr = re.compile(r""Co-authored-by: (?P<name>[^<]+) "")",0,0,53,1,1,0,0,1,1
1990,23,cur = set(,0,0,10,0,0,0,0,0,1
1991,24,xpr.findall(,0,0,12,0,0,0,0,0,0
1992,25,"this_repo.git.log(""--grep=Co-authored"", ""--pretty=%b"", revision_range)",0,0,70,0,1,0,0,0,0
1993,26,),0,0,1,0,0,0,0,0,0
1994,27,),0,0,1,0,0,0,0,0,0
1995,28,"cur |= set(re.findall(pat, this_repo.git.shortlog(""-s"", revision_range), re.M))",0,0,79,1,1,0,0,1,1
1996,30,pre = set(,0,0,10,0,0,0,0,0,1
1997,31,"xpr.findall(this_repo.git.log(""--grep=Co-authored"", ""--pretty=%b"", lst_release))",0,1,80,0,1,0,0,0,0
1998,32,),0,0,1,0,0,0,0,0,0
1999,33,"pre |= set(re.findall(pat, this_repo.git.shortlog(""-s"", lst_release), re.M))",0,1,76,1,1,0,0,1,1
2000,36,"cur.discard(""Homu"")",0,0,19,0,0,0,0,0,0
2001,37,"pre.discard(""Homu"")",0,0,19,1,0,0,0,0,0
2002,40,"authors = [s + "" +"" for s in cur - pre] + [s for s in cur & pre]",0,1,64,0,1,0,0,1,1
2003,42,"    return authors
",0,1,19,0,0,0,0,0,0
2004,0,from inline import Here,0,1,23,0,0,0,0,0,0
2005,2,"sample = ""Hello""",0,0,16,0,0,0,0,0,1
2006,3,size_string = 32,0,0,16,0,0,0,0,0,1
2007,0,from inline import Here,0,1,23,0,0,0,0,0,0
2008,2,def load_tokens(path):,0,1,22,0,0,0,0,0,0
2009,3,tok_names = [],0,0,14,0,0,0,0,0,1
2010,4,string_to_tok = {},0,0,18,0,0,0,0,0,1
2011,5,ERRORTOKEN = None,0,0,17,0,0,0,0,0,1
2012,6,with open(path) as fp:,0,1,22,0,0,0,0,0,0
2013,7,for line in fp:,0,1,15,0,0,0,0,0,0
2014,8,line = line.strip(),0,0,19,0,0,0,0,0,1
2015,10,"i = line.find(""",1,0,15,0,0,0,0,0,1
2016,12,if i >= 0:,0,1,10,0,0,0,0,0,1
2017,13,line = line[:i].strip(),1,0,23,0,0,0,0,0,1
2018,15,if not line:,0,1,12,0,0,0,0,0,0
2019,16,continue,0,1,8,0,0,0,0,0,0
2020,17,fields = line.split(),0,0,21,0,0,0,0,0,1
2021,18,name = fields[0],0,0,16,0,0,0,0,0,1
2022,19,value = len(tok_names),0,0,22,0,0,0,0,0,1
2023,20,"if name == ""ERRORTOKEN"":",0,1,24,0,0,0,0,0,0
2024,21,ERRORTOKEN = value,0,0,18,0,0,0,0,0,1
2025,22,string = fields[1] if len(fields) > 1 else None,0,1,47,0,0,0,0,0,1
2026,23,if string:,0,1,10,0,0,0,0,0,0
2027,24,string = eval(string),0,0,21,0,0,0,0,0,1
2028,25,string_to_tok[string] = value,0,0,29,0,0,0,0,0,1
2029,27,"    return tok_names, ERRORTOKEN, string_to_tok
",0,1,48,0,0,0,0,0,0
2030,0,from inline import Here,0,1,23,0,0,0,0,0,0
2031,2,def _parse_query(query):,0,1,24,0,0,0,0,0,0
2032,3,topic = query,0,0,13,0,0,0,0,0,1
2033,4,keyword = None,0,0,14,0,0,0,0,0,1
2034,5,"search_options = """"",0,0,19,0,0,0,0,0,1
2035,7,keyword = None,0,0,14,0,0,0,0,0,1
2036,8,"if ""~"" in query:",0,1,16,0,0,0,0,1,0
2037,9,topic = query,0,0,13,0,0,0,0,0,1
2038,10,"pos = topic.index(""~"")",0,0,22,0,0,0,0,1,1
2039,11,keyword = topic[pos + 1 :],0,0,26,0,1,0,0,0,1
2040,12,topic = topic[:pos],0,0,19,0,0,0,0,0,1
2041,14,"if ""/"" in keyword:",0,1,18,0,1,0,0,0,0
2042,15,search_options = keyword[::-1],1,0,30,0,1,0,0,0,1
2043,17,"search_options = search_options[: search_options.index(""/"")]",1,0,60,0,1,0,0,0,1
2044,19,keyword = keyword[: -len(search_options) - 1],1,0,45,0,1,0,0,0,1
2045,22,"    return topic, keyword, search_options
",0,1,42,0,0,0,0,0,0
2046,0,from inline import Here,0,1,23,0,0,0,0,0,0
2047,2,"def remove_markup(text, promote_remaining=True, simplify_links=True):",0,1,69,0,0,1,0,0,0
2048,3,"""""""Filter out wiki markup from `text`, leaving only text.",0,1,57,0,0,0,0,0,0
2049,5,Parameters,0,0,10,0,0,0,0,0,0
2050,6,----------,0,0,10,0,1,0,0,0,0
2051,7,text : str,0,0,10,0,0,0,0,0,0
2052,8,String containing markup.,0,0,25,0,0,0,0,0,0
2053,9,promote_remaining : bool,0,0,24,0,0,0,0,0,0
2054,10,Whether uncaught markup should be promoted to plain text.,0,0,57,0,0,0,0,0,0
2055,11,simplify_links : bool,0,1,21,0,0,0,0,0,0
2056,12,Whether links should be simplified keeping only their description text.,0,1,71,0,0,0,0,0,0
2057,14,Returns,0,0,7,0,0,0,0,0,0
2058,15,-------,0,0,7,0,1,0,0,0,0
2059,16,str,0,0,3,0,0,0,0,0,0
2060,17,`text` without markup.,0,0,22,0,0,0,0,0,0
2061,19,"""""""",0,0,3,0,0,0,0,0,0
2062,20,"text = re.sub(RE_P2, '', text)  ",1,0,32,1,0,0,0,0,1
2063,26,text = remove_template(text),0,0,28,0,0,1,0,0,1
2064,27,text = remove_file(text),0,0,24,0,0,1,0,0,1
2065,28,iters = 0,0,0,9,0,0,0,0,0,1
2066,29,while True:,0,1,11,0,0,0,0,0,0
2067,30,"old, iters = text, iters + 1",0,0,28,0,1,0,0,0,1
2068,31,"text = re.sub(RE_P0, '', text)  ",1,0,32,1,0,0,0,0,1
2069,33,"text = re.sub(RE_P1, '', text)  ",0,0,32,1,0,0,0,0,1
2070,34,"text = re.sub(RE_P9, '', text)  ",0,0,32,1,0,0,0,0,1
2071,35,"text = re.sub(RE_P10, '', text)  ",0,0,33,1,0,0,0,0,1
2072,36,"text = re.sub(RE_P11, '', text)  ",0,0,33,1,0,0,0,0,1
2073,37,"text = re.sub(RE_P14, '', text)  ",0,0,33,1,0,0,0,0,1
2074,38,"text = re.sub(RE_P5, '\\3', text)  ",0,0,35,1,0,0,0,0,1
2075,40,if simplify_links:,0,1,18,0,0,0,0,0,0
2076,41,"text = re.sub(RE_P6, '\\2', text)  ",0,0,35,1,0,0,0,0,1
2077,43,"text = text.replace(""!!"", ""\n|"")  ",0,0,34,0,0,0,1,1,1
2078,44,"text = text.replace(""|-||"", ""\n|"")  ",0,0,36,0,1,0,1,1,1
2079,45,"text = re.sub(RE_P12, '\n', text)  ",0,0,35,1,0,0,0,0,1
2080,46,"text = text.replace('|||', '|\n|')  ",0,0,36,0,0,0,1,1,1
2081,47,"text = text.replace('||', '\n|')  ",0,0,34,0,0,0,1,1,1
2082,48,"text = re.sub(RE_P13, '\n', text)  ",0,0,35,1,0,0,0,0,1
2083,49,"text = re.sub(RE_P17, '\n', text)  ",0,0,35,1,0,0,0,0,1
2084,52,"text = text.replace('[]', '')",0,0,29,0,0,0,1,0,1
2085,54,if old == text or iters > 2:,0,1,28,0,0,0,0,0,0
2086,55,break,0,1,5,0,0,0,0,0,0
2087,57,if promote_remaining:,0,1,21,0,0,0,0,0,0
2088,58,"text = text.replace('[', '').replace(']', '')  ",0,0,47,0,0,0,1,0,1
2089,60,    return text,0,1,15,0,0,0,0,0,0
2090,0,from inline import Here,0,1,23,0,0,0,0,0,0
