,line_number,line,isLOI,is_keyword,length,is_regular_expression,is_mathematical_calculation,is_collection_manipulation,is_string_manipulation,is_bit_manipulation,is_variable_assignment
1687,13,if pos:,0,1,7,0,0,0,0,0,0
1688,14,if pos == '..':,0,1,15,0,0,0,0,0,0
1689,15,try:,0,1,4,0,0,0,0,0,0
1690,17,result.pop(),0,0,12,0,0,1,0,0,0
1691,18,except:,0,1,7,0,0,0,0,0,0
1692,20,result = [],0,0,11,0,0,0,0,0,0
1693,21,elif pos != '.':,0,1,16,0,0,0,0,0,0
1694,22,result.append(pos),0,0,18,0,0,1,0,0,0
1695,23,print(result),0,0,13,0,0,0,0,0,0
1696,24,result2 = '/'+'/'.join(result),1,0,30,0,1,0,1,0,0
1697,27,return result2,0,1,14,0,0,0,0,0,0
1698,29,"print(Solution.simplifyPath(""s"", ""he/4/  //1/./65d""))",0,1,53,0,1,0,0,0,0
1699,0,from inline import Here,0,1,23,0,0,0,0,0,0
1700,3,def num_to_hex(num): ,0,1,21,0,0,0,0,0,0
1701,4,"return ""0x%x"" % num",0,1,19,0,0,0,0,0,0
1702,7,def num_to_bin(num): ,0,1,21,0,0,0,0,0,0
1703,8,return bin(num),0,1,15,0,0,0,0,0,0
1704,11,def bin_str_to_int(bin_str): ,0,1,29,0,0,0,0,0,0
1705,12,"return int(bin_str[2:], 2)",0,1,26,0,0,0,0,0,0
1706,15,def hex_str_to_int(hex): ,0,1,25,0,0,0,0,0,0
1707,16,"return int(hex[2:], 16)",0,1,23,0,0,0,0,0,0
1708,19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
1709,20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
1710,24,num = 0,1,0,7,0,0,0,0,0,1
1711,25,hex = num_to_hex(num),1,0,21,0,0,0,0,0,1
1712,28,num = 5,1,0,7,0,0,0,0,0,1
1713,0,from inline import Here,0,1,23,0,0,0,0,0,0
1714,2,"def git_versions_from_keywords(keywords, tag_prefix, verbose):",0,1,62,0,0,0,0,0,0
1715,3,"""""""Get version information from git keywords.""""""",0,1,48,0,0,0,1,0,0
1716,4,if not keywords:,0,1,16,0,0,0,0,0,0
1717,5,"raise NotThisMethod(""no keywords at all, weird"")",0,1,48,0,0,0,0,0,0
1718,6,"date = keywords.get(""date"")",1,0,27,0,0,0,0,0,1
1719,7,if date is not None:,0,1,20,0,0,0,0,0,0
1720,17,"date = date.strip().replace("" "", ""T"", 1).replace("" "", """", 1)",1,0,60,0,0,0,1,0,1
1721,19,"refnames = keywords[""refnames""].strip()",1,0,39,0,0,0,0,0,1
1722,20,"if refnames.startswith(""$Format""):",0,1,34,0,0,0,0,0,0
1723,21,if verbose:,0,1,11,0,0,0,0,0,0
1724,22,"print(""keywords are unexpanded, not using"")",0,0,43,0,0,0,0,0,0
1725,23,"raise NotThisMethod(""unexpanded keywords, not a git-archive tarball"")",0,1,69,0,1,0,0,0,0
1726,24,"refs = set([r.strip() for r in refnames.strip(""()"").split("","")])",1,1,64,0,0,0,0,0,1
1727,27,"TAG = ""tag: """,0,0,13,0,0,0,0,0,0
1728,28,tags = set([r[len(TAG) :] for r in refs if r.startswith(TAG)]),1,1,62,0,0,0,0,0,1
1729,31,if not tags:,0,1,12,0,0,0,0,0,0
1730,39,"tags = set([r for r in refs if re.search(r""\d"", r)])",1,1,52,1,0,0,0,0,1
1731,41,if verbose:,0,1,11,0,0,0,0,0,0
1732,42,"print(""discarding '%s', no digits"" % "","".join(refs - tags))",0,0,59,0,1,0,1,0,0
1733,43,if verbose:,0,1,11,0,0,0,0,0,0
1734,44,"print(""likely tags: %s"" % "","".join(sorted(tags)))",0,0,49,0,0,1,1,0,0
1735,45,for ref in sorted(tags):,0,1,24,0,0,1,0,0,0
1736,47,if ref.startswith(tag_prefix):,0,1,30,0,0,0,0,0,0
1737,48,r = ref[len(tag_prefix) :],1,0,26,0,0,0,0,0,1
1738,49,if verbose:,0,1,11,0,0,0,0,0,0
1739,50,"print(""picking %s"" % r)",0,0,23,0,0,0,0,0,0
1740,51,return {,0,1,8,0,0,0,0,0,0
1741,52,"""version"": r,",0,0,13,0,0,0,0,0,0
1742,53,"""full-revisionid"": keywords[""full""].strip(),",0,0,44,0,1,0,0,0,0
1743,54,"""dirty"": False,",0,0,15,0,0,0,0,0,0
1744,55,"""error"": None,",0,0,14,0,0,0,0,0,0
1745,56,"""date"": date,",0,0,13,0,0,0,0,0,0
1746,57,},0,0,1,0,0,0,0,0,0
1747,59,if verbose:,0,1,11,0,0,0,0,0,0
1748,60,"print(""no suitable tags, using unknown + full revision id"")",0,0,59,0,1,0,0,0,0
1749,61,return {,0,1,8,0,0,0,0,0,0
1750,62,"""version"": ""0+unknown"",",0,0,23,0,1,0,0,0,0
1751,63,"""full-revisionid"": keywords[""full""].strip(),",0,0,44,0,1,0,0,0,0
1752,64,"""dirty"": False,",0,0,15,0,0,0,0,0,0
1753,65,"""error"": ""no suitable tags"",",0,0,28,0,0,0,0,0,0
1754,67,"    }
",0,0,6,0,0,0,0,0,0
1755,0,from inline import Here,0,1,23,0,0,0,0,0,0
1756,2,"text = ""This is a string with multiple words and numbers 1234567890.""",0,0,69,0,0,0,0,0,0
1757,3,num = 10,1,0,8,0,0,0,0,0,1
1758,6,result = bin(num),1,0,17,0,0,0,0,0,1
1759,7,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
1760,10,count = 0,1,0,9,0,0,0,0,0,1
1761,11,while num:,0,1,10,0,0,0,0,0,0
1762,12,count += num & 1,1,0,16,0,1,0,0,1,1
1763,13,num >>= 1,0,0,9,0,0,0,0,1,0
1764,14,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
1765,17,binary = bin(num)[2:],1,0,21,0,0,0,0,0,1
1766,18,result = binary[::-1],1,0,21,0,1,0,0,0,1
1767,19,"print(""Reversed binary representation: "", result)",0,0,49,0,0,0,0,0,0
1768,22,num = num ^ (1 << (3 - 1)),1,0,26,0,1,0,0,1,1
1769,23,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
1770,26,"result = int(binary, 2)",1,0,23,0,0,0,0,0,1
1771,27,"print(""Integer representation of binary: "", result)",0,0,51,0,0,0,0,0,0
1772,30,result = text[::-1],1,0,19,0,1,0,0,0,1
1773,31,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
1774,34,result = text.split(),1,0,21,0,0,0,0,0,1
1775,35,"print(""Text split by whitespace: "", result)",0,0,43,0,0,0,0,0,0
1776,38,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,0
1777,39,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
1778,42,result = len(text),1,0,18,0,0,0,0,0,1
1779,43,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
1780,46,result = text.upper(),1,0,21,0,0,0,0,0,1
1781,47,"print(""Text in uppercase: "", result)",0,1,36,0,0,0,0,0,0
1782,50,result = text.lower(),1,0,21,0,0,0,1,0,1
1783,52,"print(""Text in lowercase: "", result)",0,1,36,0,0,0,1,0,0
1784,55,"result = text.replace(""is"", ""was"")",1,1,34,0,0,0,1,0,1
1785,56,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
1786,59,"result = [c for c in text]
",0,1,27,0,0,0,0,0,0
1787,0,import re,0,1,9,0,0,0,0,0,0
1788,1,from inline import Here,0,1,23,0,0,0,0,0,0
1789,3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,0
1790,4,num = 10,1,0,8,0,0,0,0,0,1
1791,7,result = text[::-1],1,0,19,0,1,0,0,0,1
1792,8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
1793,11,"result = re.findall(r""\bs\w+"", text)",1,0,36,1,1,0,0,0,1
1794,12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
1795,15,count = 0,1,0,9,0,0,0,0,0,1
1796,16,while num:,0,1,10,0,0,0,0,0,0
1797,17,count += num & 1,1,0,16,0,1,0,0,1,1
1798,18,num >>= 1,0,0,9,0,0,0,0,1,0
1799,19,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
1800,22,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,0
1801,23,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
1802,26,"result = re.sub(""is"", ""was"", text)",1,1,34,1,0,0,0,0,1
1803,27,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
1804,30,num = num ^ (1 << (3 - 1)),1,0,26,0,1,0,0,1,1
1805,32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
1806,35,result = len(text),1,0,18,0,0,0,0,0,1
1807,36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
1808,39,"result = re.findall(r""\d"", text)",1,0,32,1,0,0,0,0,1
1809,40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
1810,43,result = bin(num),1,0,17,0,0,0,0,0,1
1811,44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
1812,48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
1813,0,"from typing import Any, Dict",0,1,28,0,0,0,0,0,0
1814,1,from inline import Here,0,1,23,0,0,0,0,0,0
1815,3,"def __call__(self, line: str, ans: Dict[str, Any]) -> None:",0,1,59,0,1,0,0,0,0
1816,4,is_block = line.startswith(',1,0,28,0,0,0,0,0,1
1817,7,if self.in_metadata and not is_block:,0,1,37,0,0,0,0,0,0
1818,8,self.keep_going = False,1,0,23,0,0,0,0,0,1
1819,9,return,0,1,6,0,0,0,0,0,0
1820,10,if not self.in_metadata and is_block:,0,1,37,0,0,0,0,0,0
1821,11,self.in_metadata = True,1,0,23,0,0,0,0,0,1
1822,12,if not self.in_metadata:,0,1,24,0,0,0,0,0,0
1823,13,return,0,1,6,0,0,0,0,0,0
1824,14,line = line[3:],1,0,15,0,0,0,0,0,1
1825,15,if self.in_blurb:,0,1,17,0,0,0,0,0,0
1826,16,ans['blurb'] += ' ' + line,0,0,26,0,1,0,0,0,0
1827,17,return,0,1,6,0,0,0,0,0,0
1828,18,try:,0,1,4,0,0,0,0,0,0
1829,19,"key, val = line.split(':', 1)",1,0,29,0,0,0,0,0,0
1830,21,except Exception:,0,1,17,0,0,0,0,0,0
1831,22,self.keep_going = False,1,0,23,0,0,0,0,0,1
1832,23,return,0,1,6,0,0,0,0,0,0
1833,24,key = key.strip().lower(),1,0,25,0,0,0,1,0,1
1834,25,val = val.strip(),1,0,17,0,0,0,0,0,1
1835,26,if val:,0,1,7,0,0,0,0,0,0
1836,27,ans[key] = val,0,0,14,0,0,0,0,0,0
1837,29,"        self.in_blurb = True
",0,0,29,0,0,0,0,0,0
1838,0,import re,0,1,9,0,0,0,0,0,0
1839,1,from inline import Here,0,1,23,0,0,0,0,0,0
1840,3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,0
1841,4,num = 10,1,0,8,0,0,0,0,0,1
1842,7,result = text[::-1],1,0,19,0,1,0,0,0,1
1843,8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
1844,11,"result = re.findall(r""\bs\w+"", text)",1,0,36,1,1,0,0,0,1
1845,12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
1846,15,count = 0,1,0,9,0,0,0,0,0,1
1847,16,while num:,0,1,10,0,0,0,0,0,0
1848,17,count += num & 1,1,0,16,0,1,0,0,1,1
1849,18,num >>= 1,0,0,9,0,0,0,0,1,0
1850,19,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
1851,22,"result = ""-"".join(text.split())",1,0,31,0,1,0,1,0,0
1852,24,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
1853,27,"result = re.sub(""is"", ""was"", text)",1,1,34,1,0,0,0,0,1
1854,28,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
1855,31,num = num ^ (1 << (3 - 1)),1,0,26,0,1,0,0,1,1
1856,32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
1857,35,result = len(text),1,0,18,0,0,0,0,0,1
1858,36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
1859,39,"result = re.findall(r""\d"", text)",1,0,32,1,0,0,0,0,1
1860,40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
1861,43,result = bin(num),1,0,17,0,0,0,0,0,1
1862,44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
1863,48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
1864,0,from inline import Here,0,1,23,0,0,0,0,0,0
1865,2,"def _normalize(self, name, columns, points):",0,1,44,0,0,0,0,0,0
1866,3,"""""""Normalize data for the InfluxDB's data model.",0,1,48,0,0,0,0,0,0
1867,5,:return: a list of measurements.,0,1,32,0,0,0,0,0,0
1868,6,"""""""",0,0,3,0,0,0,0,0,0
1869,7,ret = [],0,0,8,0,0,0,0,0,0
1870,10,"data_dict = dict(zip(columns, points))",1,0,38,0,0,0,0,0,1
1871,14,"keys_list = [k.split(""."")[0] for k in columns if k.endswith("".key"")]",1,1,68,0,0,0,0,0,0
1872,17,if len(keys_list) == 0:,0,1,23,0,0,0,0,0,0
1873,18,keys_list = [None],0,0,18,0,0,0,0,0,0
1874,20,for measurement in keys_list:,0,1,29,0,0,0,0,0,0
1875,22,if measurement is not None:,0,1,27,0,0,0,0,0,0
1876,23,fields = {,0,0,10,0,0,0,0,0,0
1877,24,"k.replace(""{}."".format(measurement), """"): data_dict[k]",0,1,54,0,0,0,1,0,0
1878,25,for k in data_dict,0,1,18,0,0,0,0,0,0
1879,26,"if k.startswith(""{}."".format(measurement))",0,1,42,0,0,0,1,0,0
1880,27,},0,0,1,0,0,0,0,0,0
1881,28,else:,0,1,5,0,0,0,0,0,0
1882,29,fields = data_dict,1,0,18,0,0,0,0,0,1
1883,32,for k in fields:,0,1,16,0,0,0,0,0,0
1884,34,if fields[k] is None:,0,1,21,0,0,0,0,0,0
1885,35,continue,0,1,8,0,0,0,0,0,0
1886,37,try:,0,1,4,0,0,0,0,0,0
1887,38,fields[k] = float(fields[k]),0,0,28,0,0,0,0,0,0
1888,39,"except (TypeError, ValueError):",0,1,31,0,0,0,0,0,0
1889,41,try:,0,1,4,0,0,0,0,0,0
1890,42,fields[k] = str(fields[k]),0,0,26,0,0,0,0,0,0
1891,43,"except (TypeError, ValueError):",0,1,31,0,0,0,0,0,0
1892,44,pass,0,1,4,0,0,0,0,0,0
1893,46,tags = self.parse_tags(self.tags),1,0,33,0,0,0,0,0,1
1894,47,"if ""key"" in fields and fields[""key""] in fields:",0,1,47,0,0,0,0,0,0
1895,50,"tags[fields[""key""]] = str(fields[fields[""key""]])",0,0,48,0,0,0,0,0,0
1896,52,"fields.pop(fields[""key""])",0,0,25,0,0,1,0,0,0
1897,54,"tags[""hostname""] = self.hostname",0,0,32,0,0,0,0,0,0
1898,57,"    return ret
",0,1,15,0,0,0,0,0,0
1899,5,import sys,0,1,10,0,0,0,0,0,0
1900,6,import re,0,1,9,0,0,0,0,0,0
1901,7,import random,0,1,13,0,0,0,0,0,0
1902,8,from inline import Here,0,1,23,0,0,0,0,0,0
1903,16,input_list = sys.argv[1:],1,0,25,0,0,0,0,0,1
1904,18,"bin_dig = [""0"", ""1""]",0,0,20,0,0,0,0,0,0
1905,19,for iter in range(10):,0,1,22,0,0,0,0,0,0
1906,21,"bin_num = """"",0,0,12,0,0,0,0,0,0
1907,22,for digit in range(8):,0,1,22,0,0,0,0,0,0
1908,23,"bin_num = bin_num + str(bin_dig[random.randint(0, 1)])",1,0,54,0,1,0,0,0,1
1909,26,"left_bit = str(hex(int(bin_num[0:4], 2)))",1,0,41,0,0,0,0,0,1
1910,27,"right_bit = str(hex(int(bin_num[4:8], 2)))",1,0,42,0,0,0,0,0,1
1911,28,"res_hex = ""0x"" + left_bit[2] + right_bit[2]",0,0,43,0,1,0,0,0,0
1912,29,"print(""0b""+ bin_num + "" -> "" + res_hex)",0,0,39,0,1,0,0,0,0
1913,0,from inline import Here,0,1,23,0,0,0,0,0,0
1914,2,from collections import deque,0,1,29,0,0,0,0,0,0
1915,4,"def calculate(self, s):",0,1,23,0,0,0,0,0,0
1916,5,def precedence(c):,0,1,18,0,0,0,0,0,0
1917,6,return c == '*' or c == '/',0,1,27,0,1,0,0,0,0
1918,7,def toPostfix(s):,0,1,17,0,0,0,0,0,0
1919,8,"op, post = deque(), ''",0,0,22,0,0,0,0,0,0
1920,9,for c in s:,0,1,11,0,0,0,0,0,0
1921,10,if c == ' ': continue,0,1,21,0,0,0,0,0,0
1922,11,elif c.isdigit(): post += c,0,1,27,0,1,0,0,0,0
1923,12,else:,0,1,5,0,0,0,0,0,0
1924,13,post += '|',0,0,11,0,1,0,0,1,0
1925,14,while op and precedence(c) <= precedence(op[-1]):,0,1,49,0,1,0,0,0,0
1926,15,post += op.pop(),1,0,16,0,1,1,0,0,1
1927,16,op.append(c),0,0,12,0,0,1,0,0,0
1928,18,return post + '|' + ''.join(reversed(op)),0,1,41,0,1,1,1,1,0
1929,20,"s, num, i = toPostfix(s), deque(), 0",0,0,36,0,0,0,0,0,0
1930,21,while i < len(s):,0,1,17,0,0,0,0,0,0
1931,22,if s[i].isdigit():,0,1,18,0,0,0,0,0,0
1932,23,"j = s.find('|', i+1)",1,0,20,0,1,0,0,1,1
1933,26,num.append(int(s[i:j])),0,0,23,0,0,1,0,0,0
1934,27,i = j,1,0,5,0,0,0,0,0,1
1935,28,else:,0,1,5,0,0,0,0,0,0
1936,29,"num1, num2 = num.pop(), num.pop()",0,0,33,0,0,1,0,0,0
1937,30,if   s[i] == '*': num.append(num2 * num1),0,1,41,0,1,1,0,0,0
1938,31,elif s[i] == '/': num.append(num2 // num1),0,1,42,0,1,1,0,0,0
1939,32,elif s[i] == '+': num.append(num2 + num1),0,1,41,0,1,1,0,0,0
1940,33,elif s[i] == '-': num.append(num2 - num1),0,1,41,0,1,1,0,0,0
1941,34,i += 1,1,0,6,0,1,0,0,0,1
1942,36,"    return num.pop()
",0,1,21,0,0,1,0,0,0
1943,0,import sys,0,1,10,0,0,0,0,0,0
1944,1,from inline import Here,0,1,23,0,0,0,0,0,0
1945,6,"string1 = ""abcdefg""",0,1,19,0,0,0,0,0,0
1946,7,"string2 = ""abd""",0,0,15,0,0,0,0,0,0
1947,9,class MWS:,0,1,10,0,0,0,0,0,0
1948,10,"def minWindow(self, s: str, t: str) -> str:",0,1,43,0,1,0,0,0,0
1949,11,"if t == """":",0,1,11,0,0,0,0,0,0
1950,12,"return """"",0,1,9,0,0,0,0,0,0
1951,14,"countT, window = {}, {}",0,0,23,0,0,0,0,0,0
1952,15,for c in t:,0,1,11,0,0,0,0,0,0
1953,16,"countT[c] = 1 + countT.get(c, 0)",0,0,32,0,1,0,0,0,0
1954,18,"have, need = 0, len(countT)",0,0,27,0,0,0,0,0,0
1955,19,"res, resLen = [-1, -1], float(""infinity"")",0,0,41,0,1,0,0,0,0
1956,20,l = 0,1,0,5,0,0,0,0,0,1
1957,21,for r in range(len(s)):,0,1,23,0,0,0,0,0,0
1958,22,c = s[r],1,0,8,0,0,0,0,0,1
1959,23,"window[c] = 1 + window.get(c, 0)",0,0,32,0,1,0,0,0,0
1960,25,if c in countT and window[c] == countT[c]:,0,1,42,0,0,0,0,0,0
1961,26,have += 1,1,0,9,0,1,0,0,0,1
1962,28,while have == need:,0,1,19,0,0,0,0,0,0
1963,30,if (r - l + 1) < resLen:,0,1,24,0,1,0,0,0,0
1964,31,"res = [l, r]",0,0,12,0,0,0,0,0,0
1965,32,resLen = r - l + 1,1,0,18,0,1,0,0,0,1
1966,34,window[s[l]] -= 1,0,0,17,0,1,0,0,0,0
1967,35,if s[l] in countT and window[s[l]] < countT[s[l]]:,0,1,50,0,0,0,0,0,0
1968,36,have -= 1,1,0,9,0,1,0,0,0,1
1969,37,l += 1,1,0,6,0,1,0,0,0,1
1970,38,"l, r = res",0,0,10,0,0,0,0,0,0
1971,39,"return s[l : r + 1] if resLen != float(""infinity"") else """"",0,1,58,0,1,0,0,0,0
1972,41,"def check(self, s: str, t: str) -> bool:",0,1,40,0,1,0,0,0,0
1973,42,set1 = set(s),1,0,13,0,0,0,0,0,1
1974,43,set2 = set(t),1,0,13,0,0,0,0,0,1
1975,45,for c in set2:,0,1,14,0,0,0,0,0,0
1976,46,if c not in set1:,0,1,17,0,0,0,0,0,0
1977,47,return False,0,1,12,0,0,0,0,0,0
1978,49,return True,0,1,11,0,0,0,0,0,0
1979,51,mws = MWS(),1,0,11,0,0,0,0,0,1
1980,52,"finder = mws.minWindow(string1, string2)",1,0,40,0,0,0,0,0,1
1981,0,from inline import Here,0,1,23,0,0,0,0,0,0
1982,2,def get_authors(revision_range):,0,1,32,0,0,0,0,0,0
1983,3,"pat = ""^.*\\t(.*)$""",0,0,19,0,1,0,0,1,0
1984,4,"lst_release, cur_release = (r.strip() for r in revision_range.split(""..""))",1,1,74,0,0,0,0,0,0
1985,7,"if ""|"" in cur_release:",0,1,22,0,0,0,0,1,0
1986,9,"maybe_tag, head = cur_release.split(""|"")",1,1,40,0,0,0,0,1,0
1987,11,"assert head == ""HEAD""",0,1,21,0,0,0,0,0,0
1988,12,if maybe_tag in this_repo.tags:,0,1,31,0,0,0,0,0,0
1989,13,cur_release = maybe_tag,1,1,23,0,0,0,0,0,1
1990,14,else:,0,1,5,0,0,0,0,0,0
1991,15,cur_release = head,1,1,18,0,0,0,0,0,1
1992,16,"revision_range = f""{lst_release}..{cur_release}""",1,1,48,0,0,0,0,0,1
1993,22,"xpr = re.compile(r""Co-authored-by: (?P<name>[^<]+) "")",1,0,53,1,1,0,0,1,1
1994,23,cur = set(,1,0,10,0,0,0,0,0,1
1995,24,xpr.findall(,0,0,12,0,0,0,0,0,0
1996,25,"this_repo.git.log(""--grep=Co-authored"", ""--pretty=%b"", revision_range)",0,0,70,0,1,0,0,0,0
1997,26,),0,0,1,0,0,0,0,0,0
1998,27,),0,0,1,0,0,0,0,0,0
1999,28,"cur |= set(re.findall(pat, this_repo.git.shortlog(""-s"", revision_range), re.M))",0,0,79,1,1,0,0,1,0
2000,30,pre = set(,1,0,10,0,0,0,0,0,1
2001,31,"xpr.findall(this_repo.git.log(""--grep=Co-authored"", ""--pretty=%b"", lst_release))",0,1,80,0,1,0,0,0,0
2002,32,),0,0,1,0,0,0,0,0,0
2003,33,"pre |= set(re.findall(pat, this_repo.git.shortlog(""-s"", lst_release), re.M))",0,1,76,1,1,0,0,1,0
2004,36,"cur.discard(""Homu"")",0,0,19,0,0,0,0,0,0
2005,37,"pre.discard(""Homu"")",0,0,19,1,0,0,0,0,0
2006,40,"authors = [s + "" +"" for s in cur - pre] + [s for s in cur & pre]",0,1,64,0,1,0,0,1,0
2007,42,"    return authors
",0,1,19,0,0,0,0,0,0
2008,0,from inline import Here,0,1,23,0,0,0,0,0,0
2009,2,"sample = ""Hello""",0,0,16,0,0,0,0,0,0
2010,3,size_string = 32,1,0,16,0,0,0,0,0,1
2011,0,from inline import Here,0,1,23,0,0,0,0,0,0
2012,2,def load_tokens(path):,0,1,22,0,0,0,0,0,0
2013,3,tok_names = [],0,0,14,0,0,0,0,0,0
2014,4,string_to_tok = {},0,0,18,0,0,0,0,0,0
2015,5,ERRORTOKEN = None,1,0,17,0,0,0,0,0,1
2016,6,with open(path) as fp:,0,1,22,0,0,0,0,0,0
2017,7,for line in fp:,0,1,15,0,0,0,0,0,0
2018,8,line = line.strip(),1,0,19,0,0,0,0,0,1
2019,10,"i = line.find(""",1,0,15,0,0,0,0,0,1
2020,12,if i >= 0:,0,1,10,0,0,0,0,0,0
2021,13,line = line[:i].strip(),1,0,23,0,0,0,0,0,1
2022,15,if not line:,0,1,12,0,0,0,0,0,0
2023,16,continue,0,1,8,0,0,0,0,0,0
2024,17,fields = line.split(),1,0,21,0,0,0,0,0,1
2025,18,name = fields[0],1,0,16,0,0,0,0,0,1
2026,19,value = len(tok_names),1,0,22,0,0,0,0,0,1
2027,20,"if name == ""ERRORTOKEN"":",0,1,24,0,0,0,0,0,0
2028,21,ERRORTOKEN = value,1,0,18,0,0,0,0,0,1
2029,22,string = fields[1] if len(fields) > 1 else None,1,1,47,0,0,0,0,0,1
2030,23,if string:,0,1,10,0,0,0,0,0,0
2031,24,string = eval(string),1,0,21,0,0,0,0,0,1
2032,25,string_to_tok[string] = value,0,0,29,0,0,0,0,0,0
2033,27,"    return tok_names, ERRORTOKEN, string_to_tok
",0,1,48,0,0,0,0,0,0
2034,0,from inline import Here,0,1,23,0,0,0,0,0,0
2035,2,def _parse_query(query):,0,1,24,0,0,0,0,0,0
2036,3,topic = query,1,0,13,0,0,0,0,0,1
2037,4,keyword = None,1,0,14,0,0,0,0,0,1
2038,5,"search_options = """"",0,0,19,0,0,0,0,0,0
2039,7,keyword = None,1,0,14,0,0,0,0,0,1
2040,8,"if ""~"" in query:",0,1,16,0,0,0,0,1,0
2041,9,topic = query,1,0,13,0,0,0,0,0,1
2042,10,"pos = topic.index(""~"")",1,0,22,0,0,0,0,1,1
2043,11,keyword = topic[pos + 1 :],1,0,26,0,1,0,0,0,1
2044,12,topic = topic[:pos],1,0,19,0,0,0,0,0,1
2045,14,"if ""/"" in keyword:",0,1,18,0,1,0,0,0,0
2046,15,search_options = keyword[::-1],1,0,30,0,1,0,0,0,1
2047,17,"search_options = search_options[: search_options.index(""/"")]",1,0,60,0,1,0,0,0,1
2048,19,keyword = keyword[: -len(search_options) - 1],1,0,45,0,1,0,0,0,1
2049,22,"    return topic, keyword, search_options
",0,1,42,0,0,0,0,0,0
2050,0,from inline import Here,0,1,23,0,0,0,0,0,0
2051,2,"def remove_markup(text, promote_remaining=True, simplify_links=True):",0,1,69,0,0,1,0,0,0
2052,3,"""""""Filter out wiki markup from `text`, leaving only text.",0,1,57,0,0,0,0,0,0
2053,5,Parameters,0,0,10,0,0,0,0,0,0
2054,6,----------,0,0,10,0,1,0,0,0,0
2055,7,text : str,0,0,10,0,0,0,0,0,0
2056,8,String containing markup.,0,0,25,0,0,0,0,0,0
2057,9,promote_remaining : bool,0,0,24,0,0,0,0,0,0
2058,10,Whether uncaught markup should be promoted to plain text.,0,0,57,0,0,0,0,0,0
2059,11,simplify_links : bool,0,1,21,0,0,0,0,0,0
2060,12,Whether links should be simplified keeping only their description text.,0,1,71,0,0,0,0,0,0
2061,14,Returns,0,0,7,0,0,0,0,0,0
2062,15,-------,0,0,7,0,1,0,0,0,0
2063,16,str,0,0,3,0,0,0,0,0,0
2064,17,`text` without markup.,0,0,22,0,0,0,0,0,0
2065,19,"""""""",0,0,3,0,0,0,0,0,0
2066,20,"text = re.sub(RE_P2, '', text)  ",1,0,32,1,0,0,0,0,1
2067,26,text = remove_template(text),1,0,28,0,0,1,0,0,1
2068,27,text = remove_file(text),1,0,24,0,0,1,0,0,1
2069,28,iters = 0,1,0,9,0,0,0,0,0,1
2070,29,while True:,0,1,11,0,0,0,0,0,0
2071,30,"old, iters = text, iters + 1",0,0,28,0,1,0,0,0,0
2072,31,"text = re.sub(RE_P0, '', text)  ",1,0,32,1,0,0,0,0,1
2073,33,"text = re.sub(RE_P1, '', text)  ",1,0,32,1,0,0,0,0,1
2074,34,"text = re.sub(RE_P9, '', text)  ",1,0,32,1,0,0,0,0,1
2075,35,"text = re.sub(RE_P10, '', text)  ",1,0,33,1,0,0,0,0,1
2076,36,"text = re.sub(RE_P11, '', text)  ",1,0,33,1,0,0,0,0,1
