line_number,line,isLOI,is_keyword,length,is_regular_expression,is_mathematical_calculation,is_collection_manipulation,is_string_manipulation,is_bit_manipulation,is_variable_assignment
9,"(stdout, _) = proc.communicate()",0,0,32,0,0,0,0,0,1
10,except OSError:,0,1,15,0,0,0,0,0,0
11,continue,0,1,8,0,0,0,0,0,0
13,if proc.returncode != 0:,0,1,24,0,0,0,0,0,1
14,continue,0,1,8,0,0,0,0,0,0
16,"match = re.match(r""^v(\d+)\.(\d+)\.(\d+).*$"", stdout.decode(""utf-8""))",0,0,69,1,1,0,0,1,1
22,if match is not None:,0,1,21,0,0,0,0,0,0
23,version = tuple(int(v) for v in match.groups()),0,1,47,0,0,0,0,0,1
24,if version >= nodejs_min_version:,0,1,33,0,0,0,0,0,1
25,return nodejs_path,0,1,18,0,0,0,0,0,0
28,"version_repr = ""."".join(str(x) for x in nodejs_min_version)",0,1,59,0,0,0,1,0,1
29,raise RuntimeError(,0,1,19,0,0,0,0,0,0
30,"f""node.js v{version_repr} or higher is needed to allow compilation of custom models """,0,1,85,0,0,0,0,0,0
32,"    )
",0,0,6,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def extract_contracts(self, method):",0,1,36,0,0,0,0,0,0
3,contracts = [],0,0,14,0,0,0,0,0,1
4,for line in method.__doc__.split('\n'):,0,1,39,0,0,0,0,0,0
5,line = line.strip(),0,0,19,0,0,0,0,0,1
7,if line.startswith('@'):,0,1,24,0,0,0,0,0,0
9,"name, args = re.match(r'@(\w+)\s*(.*)', line).groups()",1,0,54,1,1,0,0,0,1
11,"args = re.split(r'\s+', args)",1,0,29,1,1,0,0,0,1
13,"contracts.append(self.contracts[name](method, *args))",0,0,53,0,1,1,0,0,0
15,    return contracts,0,1,20,0,0,0,0,0,0
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
4,"text = ""This is filler text.""",0,0,29,0,0,0,0,0,1
5,"matches = re.findall(r'\b\w{3}\b' , text)",1,0,41,1,0,0,0,0,1
9,"example_list_from_file = ['const button = (""",0,1,44,0,0,0,0,0,0
10,"'const icon = (""",0,0,16,0,0,0,0,0,1
11,"'const audio = (""audio"");']",0,0,27,0,0,0,0,0,1
12,str_output = [],0,0,15,0,0,0,0,0,1
13,for i in range(len(example_list_from_file)):,0,1,44,0,0,0,0,0,0
14,"str_output.append(re.sub(r'(?is)=.\(', '= document.querySelector(', example_list_from_file[i]))",0,1,95,1,0,1,0,0,0
18,pattern = '',0,0,12,0,0,0,0,0,1
19,matched = [],0,0,12,0,0,0,0,0,1
20,word_list = [],0,0,14,0,0,0,0,0,1
21,"matched = list(filter(re.compile(pattern).match, word_list))",0,0,60,1,0,0,0,0,1
26,"find = re.search(pattern, text)",0,0,31,1,0,0,0,0,1
30,"result = re.split(pattern, text, 1)
",0,0,36,1,0,0,0,0,1
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
6,"result = re.findall(r""[a-zA-Z]"", text)",1,0,38,1,1,0,0,0,1
8,"print(""Letters: "", result)",0,0,26,0,0,0,0,0,0
10,"result = re.findall(r""\d"", text)",0,0,32,1,0,0,0,0,1
11,"print(""Digits: "", result)",0,0,25,0,0,0,0,0,0
14,"result = re.findall(r""\bs\w+"", text)",0,0,36,1,1,0,0,0,1
15,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
18,"result = re.findall(r""\w+e\b"", text)",0,0,36,1,1,0,0,0,1
19,"print(""Words ending with 'e': "", result)",0,0,40,0,0,0,0,0,0
22,"result = re.findall(r""\b\w*o\w*\b"", text)",0,0,41,1,1,0,0,0,1
23,"print(""Words containing 'o': "", result)",0,0,39,0,0,0,0,0,0
26,"result = re.findall(r""\b\w{4}\b"", text)",0,0,39,1,0,0,0,0,1
27,"print(""Words of length 4: "", result)",0,0,36,0,0,0,0,0,0
30,"result = re.sub(r""\s"", ""-"", text)",0,0,33,1,1,0,0,0,1
31,"print(""Text with whitespaces replaced: "", result)",0,0,49,0,0,0,1,0,0
34,"result = re.sub(r""is"", ""was"", text)",0,1,35,1,0,0,0,0,1
35,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
39,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
5,import sys,0,1,10,0,0,0,0,0,0
6,import re,0,1,9,0,0,0,0,0,0
7,import random,0,1,13,0,0,0,0,0,0
8,from inline import Here,0,1,23,0,0,0,0,0,0
15,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
17,"hex_dig = [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"",",0,0,60,0,0,0,0,0,1
18,"""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""g"", ""h"", ""i"", ""j"",",0,0,49,0,0,0,0,0,0
19,"""k"", ""l""]",0,0,9,0,0,0,0,0,0
20,for iter in range(10):,0,1,22,0,0,0,0,0,0
23,"left_bit = hex_dig[random.randint(0, 21)]",0,0,41,0,0,0,0,0,1
24,"right_bit = hex_dig[random.randint(0, 21)]",0,0,42,0,0,0,0,0,1
25,hex_str = left_bit + right_bit,0,0,30,0,1,0,0,0,1
26,"print(hex_str + "":"")",0,0,20,0,1,0,0,0,0
29,ans = True,0,0,10,0,0,0,0,0,1
30,try:,0,1,4,0,0,0,0,0,0
31,"num = int(left_bit + right_bit, 16)",0,0,35,0,1,0,0,0,1
32,except:,0,1,7,0,0,0,0,0,0
33,ans = False,0,0,11,0,0,0,0,0,1
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
6,"result = re.findall(r""[a-zA-Z]"", text)",0,0,38,1,1,0,0,0,1
7,"print(""Letters: "", result)",0,0,26,0,0,0,0,0,0
9,"result = re.findall(r""\d"", text)",1,0,32,1,0,0,0,0,1
11,"print(""Digits: "", result)",0,0,25,0,0,0,0,0,0
14,"result = re.findall(r""\bs\w+"", text)",0,0,36,1,1,0,0,0,1
15,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
18,"result = re.findall(r""\w+e\b"", text)",0,0,36,1,1,0,0,0,1
19,"print(""Words ending with 'e': "", result)",0,0,40,0,0,0,0,0,0
22,"result = re.findall(r""\b\w*o\w*\b"", text)",0,0,41,1,1,0,0,0,1
23,"print(""Words containing 'o': "", result)",0,0,39,0,0,0,0,0,0
26,"result = re.findall(r""\b\w{4}\b"", text)",0,0,39,1,0,0,0,0,1
27,"print(""Words of length 4: "", result)",0,0,36,0,0,0,0,0,0
30,"result = re.sub(r""\s"", ""-"", text)",0,0,33,1,1,0,0,0,1
31,"print(""Text with whitespaces replaced: "", result)",0,0,49,0,0,0,1,0,0
34,"result = re.sub(r""is"", ""was"", text)",0,1,35,1,0,0,0,0,1
35,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
39,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
5,"m_import = re.compile(""^[ \t]*from[ \t]+([^ \t]+)[ \t]+"")",0,1,57,1,1,0,0,1,1
6,"m_from = re.compile(""^[ \t]*import[ \t]+([^",0,1,43,1,1,0,0,1,1
11,"def process(filename, table):",0,1,29,0,0,0,0,0,0
12,"with open(filename, encoding=""utf-8"") as fp:",0,1,44,0,1,0,0,0,1
13,mod = os.path.basename(filename),0,1,32,0,0,0,0,0,1
14,"if mod[-3:] == "".py"":",0,1,21,0,1,0,0,0,0
15,mod = mod[:-3],1,0,14,0,1,0,0,0,1
17,table[mod] = list = [],0,0,22,0,0,0,0,0,0
18,while 1:,0,1,8,0,0,0,0,0,0
19,line = fp.readline(),0,0,20,0,0,0,0,0,1
20,if not line:,0,1,12,0,0,0,0,0,0
21,break,0,1,5,0,0,0,0,0,0
22,"while line[-1:] == ""\\"":",0,1,24,0,1,0,0,0,0
23,nextline = fp.readline(),0,0,24,0,0,0,0,0,1
24,if not nextline:,0,1,16,0,0,0,0,0,0
25,break,0,1,5,0,0,0,0,0,0
26,line = line[:-1] + nextline,0,0,27,0,1,0,0,0,1
27,m_found = m_import.match(line) or m_from.match(line),0,1,52,0,0,0,0,0,1
28,if m_found:,0,1,11,0,0,0,0,0,0
29,"(a, b), (a1, b1) = m_found.regs[:2]",0,0,35,0,0,0,0,0,1
30,else:,0,1,5,0,0,0,0,0,0
31,continue,0,1,8,0,0,0,0,0,0
32,"words = line[a1:b1].split("","")",1,0,30,0,0,0,0,0,1
36,for word in words:,0,1,18,0,0,0,0,0,0
37,word = word.strip(),0,0,19,0,0,0,0,0,1
40,"                    list.append(word)
",0,0,38,0,0,1,0,0,0
5,import sys,0,1,10,0,0,0,0,0,0
6,import random,0,1,13,0,0,0,0,0,0
7,from inline import Here,0,1,23,0,0,0,0,0,0
15,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
17,"op = {'+': lambda x, y: x + y,",0,1,30,0,1,0,0,0,1
18,"'*': lambda x, y: x * y,",0,1,24,0,1,0,0,0,0
19,"'-': lambda x, y: x - y,",0,1,24,0,1,0,0,0,0
20,"'/': lambda x, y: x / y,",0,1,24,0,1,0,0,0,0
21,"'%': lambda x, y: x % y,",0,1,24,0,0,0,0,0,0
22,"'^': lambda x, y: x ^ y}",0,1,24,0,0,0,0,1,0
24,"sym = [""+"", ""*"", ""-"", ""/"", ""%"", ""^""]",0,0,36,0,1,0,0,1,1
26,for iter in range(10):,0,1,22,0,0,0,0,0,0
29,"opr = sym[random.randint(0, 3)]",0,0,31,0,0,0,0,0,1
30,"num1 = random.randint(0, 9)",0,0,27,0,0,0,0,0,1
31,low_bound = 0,0,0,13,0,0,0,0,0,1
32,"if(opr == ""/""):",0,1,15,0,1,0,0,0,0
33,low_bound = 1,0,0,13,0,0,0,0,0,1
34,"num2 = random.randint(low_bound, 9)",0,0,35,0,0,0,0,0,1
37,"print(str(num1) + "" "" + opr  + "" "" + str(num2) + "" = "" + str(op[opr](num1, num2)))",0,0,82,0,1,0,0,0,1
41,"    
",0,0,5,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
3,def num_to_hex(num): ,0,1,21,0,0,0,0,0,0
4,"return ""0x%x"" % num",0,1,19,0,0,0,0,0,0
7,def num_to_bin(num): ,0,1,21,0,0,0,0,0,0
8,return bin(num),0,1,15,0,0,0,0,0,0
11,def bin_str_to_int(bin_str): ,0,1,29,0,0,0,0,0,0
12,"return int(bin_str[2:], 2)",0,1,26,0,0,0,0,0,0
15,def hex_str_to_int(hex): ,0,1,25,0,0,0,0,0,0
16,"return int(hex[2:], 16)",0,1,23,0,0,0,0,0,0
19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
24,num = 0,0,0,7,0,0,0,0,0,1
25,hex = num_to_hex(num),0,0,21,0,0,0,0,0,1
28,num = 5,0,0,7,0,0,0,0,0,1
29,binary = num_to_bin(num),0,0,24,0,0,0,0,0,1
32,binary_str = '0b0101',0,0,21,0,0,0,0,0,1
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
4,num = 10,0,0,8,0,0,0,0,0,1
7,result = text[::-1],0,0,19,0,1,0,0,0,1
8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
11,"result = re.findall(r""\bs\w+"", text)",0,0,36,1,1,0,0,0,1
12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
15,count = 0,0,0,9,0,0,0,0,0,1
16,while num:,0,1,10,0,0,0,0,0,0
17,count += num & 1,1,0,16,0,1,0,0,1,1
19,num >>= 1,0,0,9,0,0,0,0,1,1
20,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
23,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
24,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
27,"result = re.sub(""is"", ""was"", text)",0,1,34,1,0,0,0,0,1
28,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
31,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
35,result = len(text),0,0,18,0,0,0,0,0,1
36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
39,"result = re.findall(r""\d"", text)",0,0,32,1,0,0,0,0,1
40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
43,result = bin(num),0,0,17,0,0,0,0,0,1
44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
4,num = 10,0,0,8,0,0,0,0,0,1
7,result = text[::-1],0,0,19,0,1,0,0,0,1
8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
11,"result = re.findall(r""\bs\w+"", text)",1,0,36,1,1,0,0,0,1
13,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
16,count = 0,0,0,9,0,0,0,0,0,1
17,while num:,0,1,10,0,0,0,0,0,0
18,count += num & 1,0,0,16,0,1,0,0,1,1
19,num >>= 1,0,0,9,0,0,0,0,1,1
20,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
23,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
24,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
27,"result = re.sub(""is"", ""was"", text)",0,1,34,1,0,0,0,0,1
28,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
31,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
35,result = len(text),0,0,18,0,0,0,0,0,1
36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
39,"result = re.findall(r""\d"", text)",0,0,32,1,0,0,0,0,1
40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
43,result = bin(num),0,0,17,0,0,0,0,0,1
44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
3,def num_to_hex(num): ,0,1,21,0,0,0,0,0,0
4,"return ""0x%x"" % num",0,1,19,0,0,0,0,0,0
7,def num_to_bin(num): ,0,1,21,0,0,0,0,0,0
8,return bin(num),0,1,15,0,0,0,0,0,0
11,def bin_str_to_int(bin_str): ,0,1,29,0,0,0,0,0,0
12,"return int(bin_str[2:], 2)",0,1,26,0,0,0,0,0,0
15,def hex_str_to_int(hex): ,0,1,25,0,0,0,0,0,0
16,"return int(hex[2:], 16)",0,1,23,0,0,0,0,0,0
19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
24,num = 0,0,0,7,0,0,0,0,0,1
25,hex = num_to_hex(num),0,0,21,0,0,0,0,0,1
28,num = 5,0,0,7,0,0,0,0,0,1
29,binary = num_to_bin(num),0,0,24,0,0,0,0,0,1
32,binary_str = '0b0101',0,0,21,0,0,0,0,0,1
33,num = bin_str_to_int(binary_str),0,0,32,0,0,0,0,0,1
36,hex_str = '0x01',0,0,16,0,0,0,0,0,1
2,from inline import Here,0,1,23,0,0,0,0,0,0
4,class Solution(object):,0,1,23,0,0,0,0,0,0
5,"def longestPalindrome(self, s):",0,1,31,0,0,0,0,0,0
6,"""""""",0,0,3,0,0,0,0,0,0
7,:type s: str,0,0,12,0,0,0,0,0,0
8,:rtype: str,0,0,11,0,0,0,0,0,0
9,"""""""",0,0,3,0,0,0,0,0,0
13,ls = len(s),0,0,11,0,0,0,0,0,1
14,if ls <= 1 or len(set(s)) == 1:,0,1,31,0,0,0,0,0,0
15,return s,0,1,8,0,0,0,0,0,0
17,temp_s = ',1,0,10,0,0,0,0,0,1
21,tls = len(temp_s),0,0,17,0,0,0,0,0,1
22,"seed = range(1, tls - 1)",0,0,24,0,1,0,0,0,1
24,len_table = [0] * tls,0,0,21,0,1,0,0,0,1
25,"for step in range(1, tls / 2 + 1):",0,1,34,0,1,0,0,0,0
26,final = [],0,0,10,0,0,0,0,0,1
27,for pos in seed:,0,1,16,0,0,0,0,0,0
28,if pos - step < 0 or pos + step >= tls:,0,1,39,0,1,0,0,0,1
29,continue,0,1,8,0,0,0,0,0,0
30,if temp_s[pos - step] != temp_s[pos + step]:,0,1,44,0,1,0,0,0,1
31,continue,0,1,8,0,0,0,0,0,0
32,final.append(pos),0,0,17,0,0,1,0,0,0
33,if temp_s[pos - step] == ',0,1,26,0,1,0,0,0,0
34,continue,0,1,8,0,0,0,0,0,0
35,len_table[pos] = step,0,0,21,0,0,0,0,0,1
36,seed = final,0,0,12,0,0,0,0,0,1
37,"max_pos, max_step = 0, 0",0,0,24,0,0,0,0,0,1
38,"for i, s in enumerate(len_table):",0,1,33,0,0,0,0,0,0
39,if s >= max_step:,0,1,17,0,0,0,0,0,1
40,max_step = s,0,0,12,0,0,0,0,0,1
41,max_pos = i,0,0,11,0,0,0,0,0,1
42,"return temp_s[max_pos - max_step:max_pos + max_step + 1].translate(None, '",0,1,74,0,1,0,0,0,0
44,if __name__ == '__main__':,0,1,26,0,0,0,0,0,0
47,"    print(s.longestPalindrome(""abcbe""))",0,0,39,0,0,0,0,0,0
0,"from typing import Dict, List",0,1,29,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,def extract_sota_table(table_lines: List[str]) -> Dict:,0,1,55,0,1,0,0,0,0
4,"""""""",0,0,3,0,0,0,0,0,0
5,Parse a SOTA table out of lines in markdown,0,0,43,0,0,0,0,0,0
7,:param table_lines: lines in the SOTA table,0,0,43,0,0,0,0,0,0
8,:return:,0,1,8,0,0,0,0,0,0
9,"""""""",0,0,3,0,0,0,0,0,0
11,sota = {},0,0,9,0,0,0,0,0,1
13,header = table_lines[0],0,0,23,0,0,0,0,0,1
14,"header_cols = [h.strip() for h in header.split(""|"") if h.strip()]",1,1,65,0,0,0,0,1,1
16,cols_sanitized = [h.lower() for h in header_cols],1,1,49,0,0,0,1,0,1
18,"cols_sanitized = [re.sub("" +"", """", h).replace(""**"", """") for h in cols_sanitized]",1,1,80,1,1,0,1,0,1
22,"if ""model"" in cols_sanitized:",0,1,29,0,0,0,0,0,0
23,"model_inx = cols_sanitized.index(""model"")",0,1,41,0,0,0,0,0,1
24,else:,0,1,5,0,0,0,0,0,0
25,print(,0,0,6,0,0,0,0,0,0
26,"""ERROR: Model name not found in this SOTA table, skipping...\n"",",0,1,64,0,0,0,0,0,0
27,"file=sys.stderr,",0,0,16,0,0,0,0,0,1
28,),0,0,1,0,0,0,0,0,0
29,"print("""".join(table_lines), file=sys.stderr)",0,0,44,0,0,0,1,0,1
30,return {},0,1,9,0,0,0,0,0,0
32,"if ""paper/source"" in cols_sanitized:",0,1,36,0,1,0,0,0,0
33,"paper_inx = cols_sanitized.index(""paper/source"")",0,0,48,0,1,0,0,0,1
34,"elif ""paper"" in cols_sanitized:",0,1,31,0,0,0,0,0,0
35,"paper_inx = cols_sanitized.index(""paper"")",0,0,41,0,0,0,0,0,1
36,else:,0,1,5,0,0,0,0,0,0
37,print(,0,0,6,0,0,0,0,0,0
38,"""ERROR: Paper reference not found in this SOTA table, skipping...\n"",",0,0,69,0,0,0,0,0,0
39,"file=sys.stderr,",0,0,16,0,0,0,0,0,1
40,),0,0,1,0,0,0,0,0,0
41,"print("""".join(table_lines), file=sys.stderr)",0,0,44,0,0,0,1,0,1
42,return {},0,1,9,0,0,0,0,0,0
44,"if ""code"" in cols_sanitized:",0,1,28,0,0,0,0,0,0
45,"code_inx = cols_sanitized.index(""code"")",0,0,39,0,0,0,0,0,1
46,else:,0,1,5,0,0,0,0,0,0
47,code_inx = None,0,0,15,0,0,0,0,0,1
49,"metrics_inx = set(range(len(header_cols))) - set([model_inx, paper_inx, code_inx])",0,1,82,0,1,0,0,0,1
50,metrics_inx = sorted(list(metrics_inx)),0,0,39,0,0,1,0,0,1
52,metrics_names = [header_cols[i] for i in metrics_inx],0,1,53,0,0,0,0,0,1
54,"sota[""metrics""] = metrics_names",0,0,31,0,0,0,0,0,1
55,"sota[""rows""] = []",0,0,17,0,0,0,0,0,1
57,min_cols = len(header_cols),0,0,27,0,0,0,0,0,1
60,rows = table_lines[2:],0,0,22,0,0,0,0,0,1
61,for row in rows:,0,1,16,0,0,0,0,0,0
62,"row_cols = [h.strip() for h in row.split(""|"")][1:]",0,1,50,0,0,0,0,1,1
64,if len(row_cols) < min_cols:,0,1,28,0,0,0,0,0,0
65,print(,0,0,6,0,0,0,0,0,0
66,"""This row doesn't have enough columns, skipping: %s"" % row,",0,0,59,0,0,0,0,0,0
67,"file=sys.stderr,",0,0,16,0,0,0,0,0,1
68,),0,0,1,0,0,0,0,0,0
69,continue,0,1,8,0,0,0,0,0,0
72,metrics = {},0,0,12,0,0,0,0,0,1
73,for i in range(len(metrics_inx)):,0,1,33,0,0,0,0,0,0
74,metrics[metrics_names[i]] = row_cols[metrics_inx[i]],0,0,52,0,0,0,0,0,1
77,"paper_title, paper_link = extract_paper_title_and_link(row_cols[paper_inx])",0,0,75,0,0,0,0,0,1
80,"model_name, model_author = extract_model_name_and_author(row_cols[model_inx])",0,1,77,0,0,0,0,0,1
82,sota_row = {,0,0,12,0,0,0,0,0,1
83,"""model_name"": model_name,",0,1,25,0,0,0,0,0,0
84,"""metrics"": metrics,",0,0,19,0,0,0,0,0,0
85,},0,0,1,0,0,0,0,0,0
87,if paper_title is not None and paper_link is not None:,0,1,54,0,0,0,0,0,0
88,"sota_row[""paper_title""] = paper_title",0,0,37,0,0,0,0,0,1
89,"sota_row[""paper_url""] = paper_link",0,0,34,0,0,0,0,0,1
92,if code_inx is not None:,0,1,24,0,0,0,0,0,0
93,"sota_row[""code_links""] = extract_code_links(row_cols[code_inx])",0,0,63,0,0,0,0,0,1
95,"sota[""rows""].append(sota_row)",0,0,29,0,0,1,0,0,0
97,"    return sota
",0,1,16,0,0,0,0,0,0
5,import sys,0,1,10,0,0,0,0,0,0
6,import random,0,1,13,0,0,0,0,0,0
7,from inline import Here,0,1,23,0,0,0,0,0,0
14,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
16,for iter in range(10):,0,1,22,0,0,0,0,0,0
17,"word = """"",0,0,9,0,0,0,0,0,1
20,for n in range(3):,0,1,18,0,0,0,0,0,0
21,"ch_idx = random.randint(0, 25)",0,0,30,0,0,0,0,0,1
22,word = chr(97 + ch_idx) + word + chr(97 + ch_idx),0,0,49,0,1,0,0,0,1
23,"print(""make_palindrome(\"""" + word[0:3] + ""\"") -> "" + word)",0,0,58,0,1,0,0,0,0
0,import sys,0,1,10,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
7,"brackets = ""[][][][[[]]]{}}""",0,0,28,0,0,0,0,0,1
9,class Valid_Parenthesis:,0,1,24,0,0,0,0,0,0
10,"def isValid(self, s: str) -> bool:",0,1,34,0,1,0,0,0,0
11,"Map = {"")"": ""("", ""]"": ""["", ""}"": ""{""}",0,0,36,0,0,0,0,0,1
12,stack = [],0,0,10,0,0,0,0,0,1
14,for c in s:,0,1,11,0,0,0,0,0,0
15,if c not in Map:,0,1,16,0,0,0,0,0,0
16,stack.append(c),0,0,15,0,0,1,0,0,0
17,continue,0,1,8,0,0,0,0,0,0
18,if not stack or stack[-1] != Map[c]:,0,1,36,0,1,0,0,0,1
19,return False,0,1,12,0,0,0,0,0,0
20,stack.pop(),0,0,11,0,0,1,0,0,0
22,return not stack,0,1,16,0,0,0,0,0,0
24,valid_parenthesis = Valid_Parenthesis(),0,0,39,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,class Solution(object):,0,1,23,0,0,0,0,0,0
3,"def permuteUnique(self, nums):",0,1,30,0,0,0,0,0,0
5,res = [[]],0,0,10,0,0,0,0,0,1
6,for i in range(len(nums)):,0,1,26,0,0,0,0,0,0
7,cache = set(),0,0,13,0,0,0,0,0,1
8,while len(res[0]) == i:,0,1,23,0,0,0,0,0,0
9,curr = res.pop(0),0,0,17,0,0,1,0,0,1
10,for j in range(len(curr) + 1):,0,1,30,0,1,0,0,0,0
12,new_perm = curr[:j] + [nums[i]] + curr[j:],0,0,42,0,1,0,0,0,1
13,print(new_perm),0,0,15,0,0,0,0,0,0
14,"stemp = ''.join(map(str, new_perm))",1,0,35,0,0,0,1,0,1
17,print(stemp),0,0,12,0,0,0,0,0,0
18,if stemp not in cache:,0,1,22,0,0,0,0,0,0
19,cache.add(stemp),0,0,16,0,0,0,0,0,0
20,res.append(new_perm),0,0,20,0,0,1,0,0,0
21,return res,0,1,10,0,0,0,0,0,0
23,"Solution.permuteUnique(""l"", '1234')",0,0,35,0,0,0,0,0,0
5,import sys,0,1,10,0,0,0,0,0,0
6,import re,0,1,9,0,0,0,0,0,0
7,from inline import Here,0,1,23,0,0,0,0,0,0
14,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
17,"txt = ""Have you anything ever had a dream that you, um, you had, your, you- you could, "" \",0,0,90,0,1,0,0,0,1
18,"""you’ll do, you- you wants, you, you could do so, you- you’ll do, you could- "" \",0,0,80,0,1,0,0,0,0
19,"""you, you want, you want him to do you so much you could do anything?""",0,0,70,0,0,0,0,0,0
22,"res = re.findall(r""[- ’A-Za-z]*,|[- ’A-Za-z]*\?"", txt)",0,0,54,1,1,0,0,1,1
23,idx = 0,0,0,7,0,0,0,0,0,1
24,for tok in res:,0,1,15,0,0,0,0,0,0
25,"tok = tok.replace("","", """")",0,0,26,0,0,0,1,0,1
26,res[idx] = tok,0,0,14,0,0,0,0,0,1
27,idx += 1,0,0,8,0,1,0,0,0,1
30,"ans = txt.split("","")",0,0,20,0,0,0,0,0,1
5,import sys,0,1,10,0,0,0,0,0,0
6,from inline import Here,0,1,23,0,0,0,0,0,0
13,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
15,"sent = [""I am who I think I am"",",0,0,32,0,0,0,0,0,1
16,"""I am who you think I am"",",0,0,26,0,0,0,0,0,0
17,"""You are who I think you are"",",0,0,30,0,0,0,0,0,0
18,"""You are who you think you are"",",0,0,32,0,0,0,0,0,0
19,"""I am who I think you think I am"",",0,0,34,0,0,0,0,0,0
20,"""You are who you think I think you are"",",0,0,40,0,0,0,0,0,0
21,"""think"",",0,0,8,0,0,0,0,0,0
22,"""think think""]",0,0,14,0,0,0,0,0,0
24,for iter in range(len(sent)):,0,1,29,0,0,0,0,0,0
25,curr_s = sent[iter],0,0,19,0,0,0,0,0,1
26,arr_s = [],0,0,10,0,0,0,0,0,1
27,"while(""think"" in curr_s):",0,1,25,0,0,0,0,0,0
28,"part_s = curr_s.rpartition(""think"")",0,0,35,0,0,0,0,0,1
29,curr_s = part_s[0],0,0,18,0,0,0,0,0,1
30,arr_s = [part_s[2]] + arr_s,0,0,27,0,1,0,0,0,1
